G17-11_L1setup, 2990
G17-11_L2setup, 3456
G17-11_L3setup, 3244
G17-11_L4setup, 3223
G17-11_L5setup, 2890
G19-11_L1setup, 6848
G21-11_L1setup, 5080
G21-11_L2setup, 5313
G21-11_L3setup, 5296
G41-11_L1setup, 3276
G41-11_L2setup, 5113
G41-11_L3setup, 6117
G41-11_L4setup, 4956
G41-11_L5setup, 7241
